txn_amount,txn_amount_log,txn_hour,txn_day_of_week,txn_is_weekend,txn_is_night,amount_vs_user_avg_ratio,amount_vs_user_max_ratio,amount_round_number_flag,amount_just_below_limit_flag,vel_txn_count_1m,vel_txn_count_5m,vel_txn_count_1h,vel_txn_count_24h,vel_amount_sum_1h,vel_amount_sum_24h,geo_distance_from_last_txn_km,time_since_last_txn_seconds,geo_speed_kmh,geo_is_impossible_travel,device_is_new,device_is_rooted,device_is_emulator,receiver_is_blacklisted,receiver_is_new,sender_graph_risk_score,is_fraud
879.4,6.780376349652307,22,4,0,0,1.1711435762894697,0.4509327344142592,0,0,0,0,5,5,3754.4500000000003,3754.4500000000003,4.314604745814385,336.69,46.13317023057348,0,0,0,0,0,1,0.05,0
1090.9,6.99567457702002,22,4,0,0,2.2820862816469765,0.7463074576016091,0,0,1,1,4,4,1912.1100000000001,1912.1100000000001,7.1385416926970695,25.64,1002.2913453084809,1,0,0,0,0,1,0.05,0
1225.62,7.112017698292934,22,4,0,0,2.0074360402266844,0.750151484548576,0,0,0,1,3,3,1831.62,1831.62,11.682236368737644,194.01,216.77259382225412,0,0,0,0,0,1,0.05,0
51.66,3.9638561540681634,22,4,0,0,0.0751456437782287,0.04612211736766452,0,0,0,0,6,6,4124.79,4124.79,0.5979723429254608,431.14,4.993042711257733,0,0,0,0,0,1,0.05,0
1361.97,7.217421421182843,22,4,0,0,0.9108623733770866,0.39613685346394695,0,0,0,0,6,6,8971.52,8971.52,5.986238190489395,444.43,48.49010527138542,0,0,0,0,0,1,0.05,0
230.8,5.445874930905651,22,4,0,0,0.3156147599129598,0.1768663693349886,0,0,0,1,8,8,5850.17,5850.17,5.171743509352114,285.26,65.26774393068642,0,0,0,0,0,1,0.05,0
149.76,5.015689168398935,22,4,0,0,0.18063787750493931,0.1082965137720827,0,0,0,1,5,5,4145.3099999999995,4145.3099999999995,7.732042904512535,240.56,115.71065204624678,0,0,0,0,0,1,0.05,0
928.77,6.834937243732732,22,4,0,0,1.2491638795986622,0.665713364154392,0,0,0,1,6,6,4461.08,4461.08,5.019754401012071,83.71,215.87762326655667,0,0,0,0,0,1,0.05,0
1645.67,7.406510345803308,22,4,0,0,1.062017204772937,0.6090089223265401,0,0,0,0,6,6,9297.42,9297.42,4.971232412500639,480.99,37.20750261960186,0,0,0,0,0,1,0.05,0
379.31,5.940986709618745,22,4,0,0,1.2344383936126357,0.7541853899073448,0,0,1,1,3,3,921.82,921.82,13.161651511471431,19.16,2472.9616618631085,1,0,0,0,0,1,0.05,0
325.22,5.787572000385884,22,4,0,0,0.38332306472438155,0.16143235099945896,0,0,0,0,11,11,9332.65,9332.65,4.837124193074225,508.48,34.246473991242944,0,0,0,0,0,1,0.05,0
2457.75,7.807408369703269,22,4,0,0,2.8075993383535605,0.9812552401485208,0,0,1,2,5,5,4376.96,4376.96,4.318246300132418,21.76,714.415748183672,0,0,0,0,0,1,0.05,0
137.61,4.931664234225262,22,4,0,0,0.11936091040775793,0.033091418018122015,0,0,0,0,4,4,4611.5599999999995,4611.5599999999995,4.503229914744089,531.0,30.530372303349754,0,0,0,0,0,1,0.05,0
1548.01,7.345371296173951,22,4,0,0,1.0246615511144281,0.5238151634712342,0,0,0,1,4,4,6043.01,6043.01,1.6729948952750413,269.74,22.32809973674705,0,0,0,0,0,1,0.05,0
2847.62,7.954589945468607,22,4,0,0,2.7722465759521135,1.5500035380503707,0,0,0,0,7,7,7190.32,7190.32,10.306054070539563,356.12,104.1834063067012,0,0,0,0,0,1,0.05,0
277.68,5.630064170161918,22,4,0,0,0.25162104609091324,0.09784975791276403,0,0,0,1,7,7,7724.95,7724.95,3.1784115856094877,279.22,40.97944885106423,0,0,0,0,0,1,0.05,0
121.47,4.807866102033196,22,4,0,0,0.07837549521027887,0.040590122301677474,0,0,0,0,3,3,4649.54,4649.54,7.940705761580045,1408.97,20.28896338579825,0,0,0,0,0,1,0.05,0
860.68,6.758883972042515,22,4,0,0,1.636858801244551,0.8834192104776959,0,0,0,1,5,5,2629.06,2629.06,9.398359905053233,209.31,161.64586335192604,0,0,0,0,0,1,0.05,0
3166.73,8.06077052202954,22,4,0,0,0.9760076435280429,0.6313924716925832,0,0,0,0,2,2,6489.150000000001,6489.150000000001,3.4789003913458743,518.89,24.136216556197166,0,0,0,0,0,1,0.05,0
296.47,5.695313379564822,22,4,0,0,0.031566159356560146,0.004975531835801241,0,0,0,2,7,7,65744.14,65744.14,5.7029062577416,90.44,227.00644104234587,0,0,0,0,0,1,0.05,0
185.54,5.228645693298717,22,4,0,0,0.057645703964837994,0.03699354198111044,0,0,1,1,3,3,9655.880000000001,9655.880000000001,7.461963117580896,1.02,26336.340414991395,1,0,0,0,0,1,0.05,0
516.71,6.249415239927598,22,4,0,0,0.16139117941029488,0.07964848675428293,0,0,1,1,3,3,9604.8,9604.8,8.214712583780166,30.8,960.1612110911882,1,0,0,0,0,1,0.05,0
87.48,4.482776537774025,22,4,0,0,0.0849119787234731,0.03939280680503082,0,0,0,0,3,3,3090.73,3090.73,4.7341104847822315,717.3,23.75965111559464,0,0,0,0,0,1,0.05,0
1606.05,7.382155479130275,22,4,0,0,1.4733032705999833,0.3901427644859677,0,0,0,1,7,7,7630.71,7630.71,3.000157107626727,283.52,38.09454566681792,0,0,0,0,0,1,0.05,0
205.34,5.32952529367223,22,4,0,0,0.15358494517494653,0.15358494517494653,0,0,0,0,1,1,1336.98,1336.98,2.933724456734461,386.94,27.2946917978086,0,0,0,0,0,1,0.05,0
565.0,6.338594078203183,22,4,0,0,0.7737041026858258,0.4805606824812241,0,0,0,0,3,3,2190.76,2190.76,1.7116295425391879,303.1,20.329483184233176,0,0,0,0,0,1,0.05,0
2622.14,7.87212735244177,22,4,0,0,2.639534532569634,1.2241435654195572,0,0,0,0,6,6,5960.46,5960.46,2.2243868008594734,342.22,23.399545564531888,0,0,0,0,0,1,0.05,0
956.44,6.864263055906003,22,4,0,0,1.3549880572233255,0.4313573387213162,0,0,0,0,5,5,3529.3300000000004,3529.3300000000004,5.427614906341304,1470.83,13.284617299639452,0,0,0,0,0,1,0.05,0
1503.34,7.316109542790995,22,4,0,0,4.300950782464405,2.203696917281109,0,0,0,0,3,3,1048.6100000000001,1048.6100000000001,3.3999660094473154,702.67,17.419098060270592,0,0,0,0,0,1,0.05,0
193.9,5.272486606513515,22,4,0,0,0.19589981056619662,0.04712796494204403,0,0,0,0,6,6,5938.75,5938.75,4.744944830801073,762.41,22.405007005264704,0,0,0,0,0,1,0.05,0
2865.76,7.960937751183019,22,4,0,0,1.2811320445438545,0.7105689242632747,0,0,0,0,3,3,6710.6900000000005,6710.6900000000005,4.643478475924625,329.82,50.683774523463256,0,0,0,0,0,1,0.05,0
375.52,5.9309711666790195,22,4,0,0,0.3252395861752389,0.09122157524346726,0,0,1,2,8,8,9236.76,9236.76,8.627209611280396,7.96,3901.753090528822,1,0,0,0,0,1,0.05,0
133.18,4.899182182134742,22,4,0,0,0.15044949582812744,0.06335961027036544,0,0,1,2,5,5,4426.07,4426.07,6.475356909537484,31.75,734.213696829447,0,0,0,0,0,1,0.05,0
3091.85,8.036848274903834,22,4,0,0,1.0752727437130705,0.6561581477276345,0,0,0,0,2,2,5750.82,5750.82,4.448316490663617,442.64,36.178247258243765,0,0,0,0,0,1,0.05,0
313.75,5.751778672924456,22,4,0,0,0.27665810238995125,0.08467120585290554,0,0,0,2,8,8,9072.57,9072.57,8.451965881890604,283.86,107.19043604173245,0,0,0,0,0,1,0.05,0
1091.15,6.99590350950883,22,4,0,0,0.9921574867586553,0.30290033700317015,0,0,0,0,4,4,4399.1,4399.1,6.3719953919743,393.74,58.259723195782705,0,0,0,0,0,1,0.05,0
1090.37,6.995189066743773,22,4,0,0,0.9062132309727147,0.43894495726770977,0,0,0,0,7,7,8422.51,8422.51,10.324388794517375,341.66,108.78592653592035,0,0,0,0,0,1,0.05,0
938.14,6.844964562876423,22,4,0,0,0.6741028871441369,0.29445792359674705,0,0,0,1,3,3,4175.0599999999995,4175.0599999999995,6.405291155911153,160.21,143.93014269571282,0,0,0,0,0,1,0.05,0
2898.45,7.972276342815335,22,4,0,0,1.1354018272770126,0.6172601566975532,0,0,0,1,3,3,7658.39,7658.39,7.095434655722488,183.56,139.15648703748613,0,0,0,0,0,1,0.05,0
950.46,6.8579976469665755,22,4,0,0,1.4835827715238885,0.7499763279992425,0,0,0,0,11,11,7047.17,7047.17,6.499754792708555,349.56,66.93877232449593,0,0,0,0,0,1,0.05,0
1347.2,7.206525648419339,22,4,0,0,4.323595721976621,1.5420362845533109,0,0,0,2,4,4,1246.37,1246.37,6.896924586624682,119.59,207.61709601010833,0,0,0,0,0,1,0.05,0
715.66,6.574601530084751,22,4,0,0,0.6472121386415471,0.2979520635488961,0,0,0,1,5,5,5528.79,5528.79,0.8562830881306296,251.76,12.244276760685837,0,0,0,0,0,1,0.05,0
310.89,5.742650561541583,22,4,0,0,0.1815592758419311,0.09094126801186457,0,0,0,0,6,6,10274.0,10274.0,2.2561024207841003,369.38,21.988111740816397,0,0,0,0,0,1,0.05,0
587.8,6.378086567414666,22,4,0,0,0.09337261718537473,0.0244861674815531,0,0,0,0,4,4,25180.829999999998,25180.829999999998,6.747668056266473,911.35,26.65452899825457,0,0,0,0,0,1,0.05,0
562.93,6.334930130320167,22,4,0,0,0.3731827452782866,0.19652632313922633,0,0,0,0,3,3,4525.37,4525.37,8.515054662908444,652.44,46.983932294878294,0,0,0,0,0,1,0.05,0
756.61,6.630168741362368,22,4,0,0,0.7138352096497621,0.3090613498686731,0,0,0,1,4,4,4239.6900000000005,4239.6900000000005,4.91576496511768,261.65,67.63521450190579,0,0,0,0,0,1,0.05,0
204.14,5.323692672879265,22,4,0,0,0.38213947617544963,0.1731232402727365,0,0,0,0,7,7,3739.42,3739.42,5.938550554780839,539.84,39.60207097882895,0,0,0,0,0,1,0.05,0
927.88,6.833979559318751,22,4,0,0,2.9493960584869674,1.6341094008664716,0,0,0,1,6,6,1887.6000000000001,1887.6000000000001,10.010312284091603,171.05,210.6818136377069,0,0,0,0,0,1,0.05,0
509.89,6.236154302843176,22,4,0,0,4.1606691146470824,4.1606691146470824,0,0,0,0,1,1,122.55,122.55,1.5083910103379774,1238.34,4.385070043135745,0,0,0,0,0,1,0.05,0
776.07,6.655530436399869,22,4,0,0,1.12646964902604,0.6600862457578824,0,0,1,1,4,4,2755.76,2755.76,13.067177758919915,17.48,2691.180774148266,1,0,0,0,0,1,0.05,0
2219.2,7.705352560898547,22,4,0,0,1.7451617215699533,0.6333749075995284,0,0,0,1,9,9,11444.67,11444.67,3.9509147026584577,269.28,52.81971527618259,0,0,0,0,0,1,0.05,0
1295.29,7.167261617312569,22,4,0,0,4.168985827548842,2.672574588371229,0,0,0,1,3,3,932.09,932.09,2.6485560767218086,258.14,36.93655332842067,0,0,0,0,0,1,0.05,0
424.76,6.053875807229379,22,4,0,0,0.43427940454768527,0.2718290029438116,0,0,0,0,3,3,2934.24,2934.24,4.038750362905374,513.34,28.323336008219396,0,0,0,0,0,1,0.05,0
1541.2,7.34096524739886,22,4,0,0,2.0637662528957272,2.0428126449731594,0,0,0,0,2,2,1493.58,1493.58,6.32093401986495,1350.49,16.849708232947908,0,0,0,0,0,1,0.05,0
201.22,5.309356213663253,22,4,0,0,0.010127757110997136,0.0017663087964583234,0,0,0,1,6,6,119209.02,119209.02,3.3321876406242303,234.93,51.061488555089724,0,0,0,0,0,1,0.05,0
664.92,6.501169543205269,22,4,0,0,0.9288602979695325,0.48082610802172293,0,0,1,2,6,6,4295.07,4295.07,3.373650635740798,41.1,295.50224546634723,0,0,0,0,0,1,0.05,0
209.79,5.350862377211803,22,4,0,0,0.312559077342277,0.09377430515202174,0,0,0,0,9,9,6040.8099999999995,6040.8099999999995,9.012333259952,430.02,75.44858317247383,0,0,0,0,0,1,0.05,0
913.68,6.818574277330894,22,4,0,0,1.099655585354454,0.4549157065612459,0,0,0,0,6,6,4985.27,4985.27,1.9884239372653816,1036.08,6.909047731985343,0,0,0,0,0,1,0.05,0
763.64,6.639405134829848,22,4,0,0,0.6687216491234216,0.42316302781779896,0,0,1,3,3,3,3425.8199999999997,3425.8199999999997,3.901163904750928,50.68,277.1150366437123,0,0,0,0,0,1,0.05,0
2093.74,7.647184719642641,22,4,0,0,2.7393858512907068,1.281491954487309,0,0,1,2,4,4,3057.24,3057.24,7.977798467506284,48.93,586.9624868796776,0,0,0,0,0,1,0.05,0
244.72,5.504192676295727,22,4,0,0,0.2718537197702707,0.11517861345131078,0,0,0,1,10,10,9001.9,9001.9,3.1548178361137214,271.93,41.76569047184716,0,0,0,0,0,1,0.05,0
528.32,6.271593163904849,22,4,0,0,0.347990125174219,0.17877276449449456,0,0,1,1,5,5,7591.02,7591.02,11.680879735075699,39.72,1058.6900062002144,1,0,0,0,0,1,0.05,0
546.68,6.305691174781875,22,4,0,0,0.46115172646496444,0.35697121663271164,0,0,0,0,3,3,3556.4,3556.4,6.132052787559747,1397.79,15.7930662225478,0,0,0,0,0,1,0.05,0
705.29,6.5600259180249685,22,4,0,0,2.2025858030667376,1.1912676294231905,0,0,0,0,2,2,640.42,640.42,5.56284047952457,386.4,51.82770633097426,0,0,0,0,0,1,0.05,0
861.68,6.76004382278378,22,4,0,0,0.06636716752777909,0.011559155219032093,0,0,0,1,6,6,77901.17,77901.17,7.828620115419524,253.55,111.15374646227681,0,0,0,0,0,1,0.05,0
300.76,5.709631999445093,22,4,0,0,0.21404577544978362,0.09078039872624923,0,0,0,0,3,3,4215.360000000001,4215.360000000001,8.036916457017483,590.82,48.970751236015936,0,0,0,0,0,1,0.05,0
563.43,6.335816372357684,22,4,0,0,0.9172948244143072,0.8912493277231168,0,0,0,0,2,2,1228.46,1228.46,5.611334551212919,903.46,22.35937881518441,0,0,0,0,0,1,0.05,0
995.88,6.904630401634612,22,4,0,0,0.8742550890966844,0.3976045035333573,0,0,1,3,6,6,6834.71,6834.71,6.102483270274755,42.48,517.1595991758267,0,0,0,0,0,1,0.05,0
1090.12,6.99495997061862,22,4,0,0,1.5203905160390514,0.9072916579970204,0,0,0,0,2,2,1434.0,1434.0,1.649250365971512,1690.56,3.5120322955100347,0,0,0,0,0,1,0.05,0
478.04,6.171784101231264,22,4,0,0,0.03769331856083891,0.005087017432218238,0,0,0,0,8,8,101458.83,101458.83,3.402027297795314,617.84,19.822766852361664,0,0,0,0,0,1,0.05,0
160.36,5.083637893645957,22,4,0,0,0.39881618543112246,0.39881618543112246,0,0,0,0,1,1,402.09,402.09,5.507329098565252,1321.26,15.005664861446581,0,0,0,0,0,1,0.05,0
587.53,6.377627902461368,22,4,0,0,0.7328277599690668,0.7328277599690668,0,0,0,0,1,1,801.73,801.73,5.644926287387953,519.31,39.13218431109864,0,0,0,0,0,1,0.05,0
214.75,5.374120329963537,22,4,0,0,0.26999475097515563,0.08736067040924254,0,0,0,1,12,12,9544.63,9544.63,9.92697292357531,125.83,284.01098724367097,0,0,0,0,0,1,0.05,0
1188.92,7.08164135695499,22,4,0,0,1.5510908501287848,0.5502119546102442,0,0,0,1,7,7,5365.54,5365.54,2.3701763037887025,233.98,36.467367696552394,0,0,0,0,0,1,0.05,0
653.63,6.484070190531147,22,4,0,0,1.1070995622811708,0.465561696914442,0,0,0,1,7,7,4132.79,4132.79,9.678023702332352,253.18,137.61310264790453,0,0,0,0,0,1,0.05,0
17.69,2.9279886214674717,22,4,0,0,0.04028346442348419,0.0192930603876062,0,0,0,1,5,5,2195.69,2195.69,7.490210521941505,253.83,106.23156395614946,0,0,0,0,0,1,0.05,0
672.96,6.513170761970184,22,4,0,0,1.4011242973141786,0.6478618326048867,0,0,0,0,4,4,1921.2,1921.2,11.733019657687374,662.37,63.76929928540626,0,0,0,0,0,1,0.05,0
1538.42,7.339161001090655,22,4,0,0,3.9089846529118812,1.6168195815072886,0,0,0,0,4,4,1574.24,1574.24,4.596659465857114,490.14,33.761729459104764,0,0,0,0,0,1,0.05,0
3063.31,8.02757770067737,22,4,0,0,2.4176289903020503,1.7269565119346946,0,0,0,0,5,5,6335.36,6335.36,0.9684231047348808,590.93,5.8997227709636855,0,0,0,0,0,1,0.05,0
61.99,4.142975983633837,22,4,0,0,0.0429122257270296,0.0223216053983789,0,0,0,0,6,6,8667.460000000001,8667.460000000001,5.740161448653651,347.05,59.54352748927573,0,0,0,0,0,1,0.05,0
1044.49,6.9522409540214145,22,4,0,0,0.7851663722421192,0.43767520794485537,0,0,0,1,7,7,9311.949999999999,9311.949999999999,5.409963431543922,210.21,92.64958067436429,0,0,0,0,0,1,0.05,0
270.73,5.604808926236805,22,4,0,0,0.2290788783401872,0.2290788783401872,0,0,0,0,1,1,1181.82,1181.82,12.444252529850488,1620.92,27.638198743591143,0,0,0,0,0,1,0.05,0
3266.23,8.091697810102529,22,4,0,0,3.1949238635426758,1.5448280754859762,0,0,0,2,7,7,7156.2300000000005,7156.2300000000005,4.053575143577578,80.92,180.337005893219,0,0,0,0,0,1,0.05,0
93.37,4.547223226033242,22,4,0,0,0.1019660804706071,0.04980211433630962,0,0,0,1,6,6,5494.179999999999,5494.179999999999,9.76071242414587,297.83,117.98195187497946,0,0,0,0,0,1,0.05,0
984.6,6.893250592779255,22,4,0,0,1.1747125408259136,0.7062367750959365,0,0,0,0,4,4,3352.65,3352.65,8.291083754902456,512.58,58.2307181662352,0,0,0,0,0,1,0.05,0
213.93,5.370312393719185,22,4,0,0,0.3019179474152166,0.1547000079544715,0,0,1,2,7,7,4959.99,4959.99,9.451106491836182,19.92,1708.031293705334,1,0,0,0,0,1,0.05,0
84.82,4.452252079563379,22,4,0,0,0.046563716313769835,0.013097085504728816,0,0,0,0,4,4,7286.36,7286.36,6.208888483342203,1383.04,16.16149825025446,0,0,0,0,0,1,0.05,0
926.74,6.832751521116784,22,4,0,0,0.42614025649161047,0.09673331691084677,0,0,0,2,9,9,19572.57,19572.57,5.7763728679405935,88.38,235.29013718698957,0,0,0,0,0,1,0.05,0
1474.15,7.296514958518597,22,4,0,0,1.018829847156517,0.5233643864407743,0,0,0,0,4,4,5787.62,5787.62,5.051041037351614,1322.99,13.744433241722017,0,0,0,0,0,1,0.05,0
1190.87,7.083278781275093,22,4,0,0,1.4036905414405016,0.4274586942241908,0,0,0,0,4,4,3393.54,3393.54,6.166853187474255,1576.33,14.083771465941345,0,0,0,0,0,1,0.05,0
1771.91,7.480377543364484,22,4,0,0,2.0225139213879815,0.4306679337826572,0,0,1,1,7,7,6132.65,6132.65,9.30494447478952,44.3,756.1580160099837,0,0,0,0,0,1,0.05,0
79.78,4.391729410135267,22,4,0,0,0.04737124616422348,0.018200525164313464,0,0,0,0,5,5,8420.720000000001,8420.720000000001,4.478844451741328,342.57,47.06728559496974,0,0,0,0,0,1,0.05,0
58.85,4.091841432003982,22,4,0,0,0.08870486376982858,0.04340802808798147,0,0,0,1,5,5,3317.1800000000003,3317.1800000000003,9.247007850537878,198.02,168.11043461234402,0,0,0,0,0,1,0.05,0
2003.34,7.603070108492653,22,4,0,0,0.13155139787396358,0.03333423740365203,0,0,0,1,4,4,60914.29,60914.29,6.363111049994093,241.2,94.97180671632977,0,0,0,0,0,1,0.05,0
459.87,6.13311600756679,22,4,0,0,0.4650074017748081,0.15977527855661292,0,0,0,0,5,5,4944.76,4944.76,6.2303347923991526,670.3,33.46144301452625,0,0,0,0,0,1,0.05,0
235.93,5.467764738858386,22,4,0,0,0.298222772777834,0.17415149770435656,0,0,0,1,5,5,3955.6,3955.6,9.003700804246273,245.94,131.79361996945022,0,0,0,0,0,1,0.05,0
1222.69,7.109626163020666,22,4,0,0,1.6402845848388368,1.1092674075754139,0,0,0,0,3,3,2236.24,2236.24,9.036143718601414,722.77,45.00756449073023,0,0,0,0,0,1,0.05,0
626.56,6.441839283964755,22,4,0,0,0.6106743252199451,0.3342027640429061,0,0,0,0,3,3,3078.04,3078.04,4.314812949273965,483.38,32.134814467678176,0,0,0,0,0,1,0.05,0
417.33,6.036270594738538,22,4,0,0,0.4811774336742341,0.1833241084842255,0,0,0,1,8,8,6938.48,6938.48,5.877408131402442,161.56,130.9647763867838,0,0,0,0,0,1,0.05,0
1312.59,7.180519126001709,22,4,0,0,0.9386274249404937,0.3535710245179642,0,0,0,0,7,7,9788.9,9788.9,2.320045349195835,625.61,13.350431190526056,0,0,0,0,0,1,0.05,0
936.53,6.843248757332577,22,4,0,0,0.5327499407442522,0.23246572078199312,0,0,0,0,6,6,10547.5,10547.5,4.944997172669258,438.76,40.57341102563891,0,0,0,0,0,1,0.05,0
508.08,6.2326051751238465,22,4,0,0,0.41447902968442557,0.2378907841200129,0,0,0,2,5,5,6129.14,6129.14,7.243010555467679,100.44,259.6061130992,0,0,0,0,0,1,0.05,0
120.3,4.798266815950004,22,4,0,0,0.19285645580172497,0.13946532495536645,0,0,0,0,2,2,1247.56,1247.56,10.44870249020721,1613.0,23.320104751857382,0,0,0,0,0,1,0.05,0
2220.77,7.706059454490974,22,4,0,0,1.3806843332985175,0.5708553434869225,0,0,0,0,5,5,8042.28,8042.28,5.228794318112084,390.56,48.196588348022075,0,0,0,0,0,1,0.05,0
369.43,5.9146644930127446,22,4,0,0,0.7219025100391797,0.5804905642588898,0,0,0,0,2,2,1023.49,1023.49,3.733432386607164,1179.12,11.398633380644712,0,0,0,0,0,1,0.05,0
1278.52,7.15424028658358,22,4,0,0,1.2851083219974402,0.8485958729084114,0,0,0,0,3,3,2984.62,2984.62,0.5940537365003324,1065.34,2.0074280993872353,0,0,0,0,0,1,0.05,0
499.68,6.215967174459823,22,4,0,0,0.46785153990520456,0.1213826073648693,0,0,1,2,9,9,9612.279999999999,9612.279999999999,6.659590232848313,55.57,431.42927547694666,0,0,0,0,0,1,0.05,0
11227.8,9.326237185388896,22,4,0,0,8.905886863292043,5.993594192067475,0,0,0,0,3,3,3782.15,3782.15,7.68288360648795,418.62,66.07037643532708,0,0,1,0,0,1,0.05,1
243.84,5.500604935982869,22,4,0,0,0.09239128375536619,0.05192869175218872,0,0,1,2,4,4,10556.84,10556.84,6.646620175327006,51.18,467.5231072914658,0,0,0,0,0,1,0.05,0
390.01,5.96873313510589,22,4,0,0,0.38554030275670725,0.2530560602128212,0,0,1,1,3,3,3034.78,3034.78,8.252149566714046,43.16,688.3164606156295,0,0,0,0,0,1,0.05,0
295.68,5.692654116868358,22,4,0,0,0.4420735353921967,0.22457334254877984,0,0,0,0,5,5,3344.2400000000002,3344.2400000000002,3.493843912801162,313.68,40.097673061987315,0,0,0,0,0,1,0.05,0
670.01,6.508784039990289,22,4,0,0,0.9959804612361272,0.5026821820582653,0,0,0,1,5,5,3363.5699999999997,3363.5699999999997,4.748918492367616,88.68,192.78424190937545,0,0,0,0,0,1,0.05,0
307.12,5.730489317484765,22,4,0,0,0.266791757879009,0.22534467198379912,0,0,0,1,2,2,2302.32,2302.32,4.852815762654335,222.88,78.3835998992983,0,0,0,0,0,1,0.05,0
2505.17,7.826510970345917,22,4,0,0,1.5992709606784792,0.8177983945470749,0,0,1,1,6,6,9398.67,9398.67,8.294279603079907,28.15,1060.7249225963646,1,0,0,0,0,1,0.05,0
703.59,6.557616073356806,22,4,0,0,0.592409539646789,0.3205961825000114,0,0,0,1,2,2,2375.35,2375.35,5.158382739899811,117.84,157.58806741038117,0,0,0,0,0,1,0.05,0
5202.76,8.557136720198427,22,4,0,0,7.129143757600671,3.3485396527089475,0,0,0,0,4,4,2919.15,2919.15,5.218170979613932,1265.77,14.841097139772751,0,0,0,0,0,1,0.05,0
326.69,5.792068039523562,22,4,0,0,0.31191609419829763,0.18103180760279286,0,0,1,3,4,4,4189.46,4189.46,8.825884876481211,40.93,776.2811032331385,0,0,0,0,0,1,0.05,0
635.52,6.456015839341983,22,4,0,0,0.2049779247312125,0.05225619613176533,0,0,0,1,7,7,21703.02,21703.02,4.774325546613828,192.7,89.1934196565116,0,0,0,0,0,1,0.05,0
1398.55,7.243906035362686,22,4,0,0,0.4744777312734728,0.2968028777283772,0,0,0,1,3,3,8842.67,8842.67,4.211395865330328,61.28,247.40576232358322,0,0,0,0,0,1,0.05,0
2620.94,7.8716697807666245,22,4,0,0,2.98097184257318,1.7905041672359614,0,0,0,1,3,3,2637.67,2637.67,5.367614438670197,252.96,76.38919979132157,0,0,0,0,0,1,0.05,0
1029.97,6.938255385630463,22,4,0,0,0.8583998959889054,0.4858899120655168,0,0,0,1,5,5,5999.360000000001,5999.360000000001,3.9729241385443803,127.56,112.12391736249428,0,0,0,0,0,1,0.05,0
3318.86,8.107677892346713,22,4,0,0,0.6439729236672651,0.13825478361318022,0,0,1,1,5,5,25768.63,25768.63,1.1414202246286274,56.72,72.44557137981415,0,0,0,0,0,1,0.05,0
1863.82,7.530919812674759,22,4,0,0,1.7076571895279407,0.7626479205198291,0,0,0,0,7,7,7640.14,7640.14,9.178634668496874,600.96,54.9838338767784,0,0,0,0,0,1,0.05,0
17.5,2.917770732084279,22,4,0,0,0.014905202909495607,0.00395787016828864,0,0,0,1,6,6,7044.5199999999995,7044.5199999999995,4.910257779871944,263.76,67.01898698642326,0,0,0,0,0,1,0.05,0
1082.17,6.987647206058082,22,4,0,0,1.703668136020151,1.703668136020151,0,0,0,0,1,1,635.2,635.2,7.2417083561611175,785.74,33.17910515206051,0,0,0,0,0,1,0.05,0
1772.71,7.480828677127654,22,4,0,0,0.09696183055377107,0.024947366939683076,0,0,0,0,4,4,73130.22,73130.22,7.40234551734713,677.67,39.32362929220663,0,0,0,0,0,1,0.05,0
756.31,6.629772680839144,22,4,0,0,0.9384057611371396,0.43086730624615455,0,0,0,1,10,10,8059.5199999999995,8059.5199999999995,1.5807385820610078,206.33,27.58037558968462,0,0,0,0,0,1,0.05,0
1086.29,6.991443640867692,22,4,0,0,0.1807333301999057,0.04999845810202946,0,0,0,1,4,4,24041.83,24041.83,5.514671795012479,129.05,153.83819032967781,0,0,0,0,0,1,0.05,0
295.88,5.693328016752342,22,4,0,0,0.22457486144967717,0.10575792344453142,0,0,0,0,6,6,7905.07,7905.07,5.304734774306254,389.4,49.04223211993455,0,0,0,0,0,1,0.05,0
982.0,6.890609120147166,22,4,0,0,1.2962745673217952,0.5822606179552098,0,0,0,1,9,9,6818.0,6818.0,7.018741097706849,242.08,104.37651995928888,0,0,0,0,0,1,0.05,0
1335.41,7.197742193244189,22,4,0,0,0.854225817387959,0.4941917911635291,0,0,0,1,7,7,10943.09,10943.09,9.039651433048293,92.42,352.1179956608294,0,0,0,0,0,1,0.05,0
1999.52,7.6011624257479395,22,4,0,0,2.37273413065037,0.9955488284556326,0,0,1,1,7,7,5898.95,5898.95,10.234877708732666,52.62,700.219683607708,0,0,0,0,0,1,0.05,0
1166.39,7.062525766688801,22,4,0,0,1.4012542197767874,0.5980475099085797,0,0,0,0,5,5,4161.95,4161.95,5.223866847048154,803.61,23.40180018836669,0,0,0,0,0,1,0.05,0
1892.26,7.546055489902603,22,4,0,0,3.5194734800376235,2.5110940071129044,0,0,0,1,7,7,3763.58,3763.58,6.515731905111999,236.34,99.24953396971819,0,0,0,0,0,1,0.05,0
470.03,6.15492178625554,22,4,0,0,0.5597261089610003,0.3007999488032766,0,0,0,1,4,4,3359.0,3359.0,9.762860457002938,66.74,526.6151879713902,0,0,0,0,0,1,0.05,0
1154.74,7.05249611044068,22,4,0,0,1.1208934998776934,0.5515202460668469,0,0,0,2,5,5,5150.98,5150.98,8.047028257298566,62.32,464.84758867578364,0,0,0,0,0,1,0.05,0
742.08,6.610803710523204,22,4,0,0,0.7245141543283101,0.3667997943770019,0,0,0,0,6,6,6145.47,6145.47,4.123030675071887,399.4,37.16302060655682,0,0,0,0,0,1,0.05,0
